"port_gap [cm]","torus_rad [cm]","wire_rad [cm]","Freq [GHz]","dB(St11) []"
0.2,2.15,0.1,2.22,-4.75580877924436
0.2,2.15,0.1,2.223,-4.80275965673013
0.2,2.15,0.1,2.226,-4.8496575707679
0.2,2.15,0.1,2.229,-4.89647923616687
0.2,2.15,0.1,2.232,-4.9432006849546
0.2,2.15,0.1,2.235,-4.98979727681778
0.2,2.15,0.1,2.238,-5.0362437119483
0.2,2.15,0.1,2.241,-5.08251404641515
0.2,2.15,0.1,2.244,-5.12858171017825
0.2,2.15,0.1,2.247,-5.17441952785491
0.2,2.15,0.1,2.25,-5.21999974234323
0.2,2.15,0.1,2.253,-5.26529404139827
0.2,2.15,0.1,2.256,-5.31027358724722
0.2,2.15,0.1,2.259,-5.35490904931837
0.2,2.15,0.1,2.262,-5.39917064014548
0.2,2.15,0.1,2.265,-5.44302815449471
0.2,2.15,0.1,2.268,-5.48645101174426
0.2,2.15,0.1,2.271,-5.52940830152899
0.2,2.15,0.1,2.274,-5.57186883264207
0.2,2.15,0.1,2.277,-5.61380118516417
0.2,2.15,0.1,2.28,-5.65517376576732
0.2,2.15,0.1,2.283,-5.695954866116
0.2,2.15,0.1,2.286,-5.73611272426198
0.2,2.15,0.1,2.289,-5.77561558890203
0.2,2.15,0.1,2.292,-5.81443178633992
0.2,2.15,0.1,2.295,-5.85252978996499
0.2,2.15,0.1,2.298,-5.88987829203058
0.2,2.15,0.1,2.301,-5.92644627748643
0.2,2.15,0.1,2.304,-5.9622030995902
0.2,2.15,0.1,2.307,-5.9971185569948
0.2,2.15,0.1,2.31,-6.03116297198134
0.2,2.15,0.1,2.313,-6.06430726948155
0.2,2.15,0.1,2.316,-6.09652305650953
0.2,2.15,0.1,2.319,-6.12778270160168
0.2,2.15,0.1,2.322,-6.1580594138442
0.2,2.15,0.1,2.325,-6.18732732105258
0.2,2.15,0.1,2.328,-6.21556154665492
0.2,2.15,0.1,2.331,-6.24273828482314
0.2,2.15,0.1,2.334,-6.26883487339185
0.2,2.15,0.1,2.337,-6.2938298641053
0.2,2.15,0.1,2.34,-6.31770308973819
0.2,2.15,0.1,2.343,-6.34043572764559
0.2,2.15,0.1,2.346,-6.36201035931272
0.2,2.15,0.1,2.349,-6.38241102549456
0.2,2.15,0.1,2.352,-6.40162327655999
0.2,2.15,0.1,2.355,-6.41963421768431
0.2,2.15,0.1,2.358,-6.43643254856712
0.2,2.15,0.1,2.361,-6.45200859739041
0.2,2.15,0.1,2.364,-6.46635434877222
0.2,2.15,0.1,2.367,-6.4794634655159
0.2,2.15,0.1,2.37,-6.49133130400112
0.2,2.15,0.1,2.373,-6.50195492311196
0.2,2.15,0.1,2.376,-6.51133308664706
0.2,2.15,0.1,2.379,-6.51946625920773
0.2,2.15,0.1,2.382,-6.52635659561046
0.2,2.15,0.1,2.385,-6.53200792392051
0.2,2.15,0.1,2.388,-6.53642572225176
0.2,2.15,0.1,2.391,-6.53961708952518
0.2,2.15,0.1,2.394,-6.54159071042204
0.2,2.15,0.1,2.397,-6.54235681480959
0.2,2.15,0.1,2.4,-6.5419271319544
0.2,2.15,0.1,2.403,-6.54031483987204
0.2,2.15,0.1,2.406,-6.53753451019142
0.2,2.15,0.1,2.409,-6.53360204893657
0.2,2.15,0.1,2.412,-6.52853463364882
0.2,2.15,0.1,2.415,-6.52235064728742
0.2,2.15,0.1,2.418,-6.51506960935687
0.2,2.15,0.1,2.421,-6.50671210471495
0.2,2.15,0.1,2.424,-6.49729971051597
0.2,2.15,0.1,2.427,-6.48685492174026
0.2,2.15,0.1,2.43,-6.47540107575321
0.2,2.15,0.1,2.433,-6.46296227632519
0.2,2.15,0.1,2.436,-6.44956331752852
0.2,2.15,0.1,2.439,-6.43522960790931
0.2,2.15,0.1,2.442,-6.41998709531077
0.2,2.15,0.1,2.445,-6.40386219270088
0.2,2.15,0.1,2.448,-6.38688170533228
0.2,2.15,0.1,2.451,-6.36907275953506
0.2,2.15,0.1,2.454,-6.35046273341528
0.2,2.15,0.1,2.457,-6.33107918970359
0.2,2.15,0.1,2.46,-6.31094981096903
0.2,2.15,0.1,2.463,-6.29010233738473
0.2,2.15,0.1,2.466,-6.26856450720358
0.2,2.15,0.1,2.469,-6.24636400007386
0.2,2.15,0.1,2.472,-6.22352838329847
0.2,2.15,0.1,2.475,-6.20008506111531
0.2,2.15,0.1,2.478,-6.17606122705194
0.2,2.15,0.1,2.481,-6.15148381938488
0.2,2.15,0.1,2.484,-6.12637947971233
0.2,2.15,0.1,2.487,-6.10077451462941
0.2,2.15,0.1,2.49,-6.07469486047706
0.2,2.15,0.1,2.493,-6.04816605111934
0.2,2.15,0.1,2.496,-6.02121318868948
0.2,2.15,0.1,2.499,-5.99386091723185
0.2,2.15,0.1,2.502,-5.96613339915637
0.2,2.15,0.1,2.505,-5.93805429441181
0.2,2.15,0.1,2.508,-5.90964674227672
0.2,2.15,0.1,2.511,-5.8809333456603
0.2,2.15,0.1,2.514,-5.85193615779995
0.2,2.15,0.1,2.517,-5.82267667123883
0.2,2.15,0.1,2.52,-5.79317580896399
0.2,2.15,0.1,2.523,-5.76345391758373
0.2,2.15,0.1,2.526,-5.73353076242276
0.2,2.15,0.1,2.529,-5.70342552441372
0.2,2.15,0.1,2.532,-5.67315679866474
0.2,2.15,0.1,2.535,-5.64274259458452
0.2,2.15,0.1,2.538,-5.61220033744921
0.2,2.15,0.1,2.541,-5.58154687129729
0.2,2.15,0.1,2.544,-5.55079846304344
0.2,2.15,0.1,2.547,-5.51997080770463
0.2,2.15,0.1,2.55,-5.48907903463689
0.2,2.15,0.1,2.553,-5.45813771468468
0.2,2.15,0.1,2.556,-5.4271608681497
0.2,2.15,0.1,2.559,-5.39616197349009
0.2,2.15,0.1,2.562,-5.36515397666592
0.2,2.15,0.1,2.565,-5.33414930105148
0.2,2.15,0.1,2.568,-5.30315985783909
0.2,2.15,0.1,2.571,-5.27219705686445
0.2,2.15,0.1,2.574,-5.24127181778731
0.2,2.15,0.1,2.577,-5.21039458156621
0.2,2.15,0.1,2.58,-5.17957532217011
0.2,2.15,0.1,2.583,-5.14882355847388
0.2,2.15,0.1,2.586,-5.11814836628871
0.2,2.15,0.1,2.589,-5.08755839048245
0.2,2.15,0.1,2.592,-5.05706185714841
0.2,2.15,0.1,2.595,-5.02666658578476
0.2,2.15,0.1,2.598,-4.99638000145026
0.2,2.15,0.1,2.601,-4.96620914686481
0.2,2.15,0.1,2.604,-4.93616069442679
0.2,2.15,0.1,2.607,-4.90624095812159
0.2,2.15,0.1,2.61,-4.87645590529881
0.2,2.15,0.1,2.613,-4.84681116829768
0.2,2.15,0.1,2.616,-4.81731205590317
0.2,2.15,0.1,2.619,-4.78796356461666
0.2,2.15,0.1,2.622,-4.75877038972803
0.2,2.15,0.1,2.625,-4.729736936177
0.2,2.15,0.1,2.628,-4.700867329194
0.2,2.15,0.1,2.631,-4.67216542471203
0.2,2.15,0.1,2.634,-4.6436348195427
0.2,2.15,0.1,2.637,-4.61527886131086
0.2,2.15,0.1,2.64,-4.58710065814357
0.2,2.15,0.1,2.643,-4.55910308811035
0.2,2.15,0.1,2.646,-4.5312888084124
0.2,2.15,0.1,2.649,-4.50366026431983
0.2,2.15,0.1,2.652,-4.47621969785664
0.2,2.15,0.1,2.655,-4.44896915623364
0.2,2.15,0.1,2.658,-4.42191050003077
0.2,2.15,0.1,2.661,-4.39504541113052
0.2,2.15,0.1,2.664,-4.3683754004046
0.2,2.15,0.1,2.667,-4.34190181515695
0.2,2.15,0.1,2.67,-4.31562584632619
0.2,2.15,0.1,2.673,-4.28954853545107
0.2,2.15,0.1,2.676,-4.263670781403
0.2,2.15,0.1,2.679,-4.23799334688988
0.2,2.15,0.1,2.682,-4.21251686473552
0.2,2.15,0.1,2.685,-4.18724184393951
0.2,2.15,0.1,2.688,-4.16216867552228
0.2,2.15,0.1,2.691,-4.13729763816038
0.2,2.15,0.1,2.694,-4.11262890361678
0.2,2.15,0.1,2.697,-4.0881625419718
0.2,2.15,0.1,2.7,-4.06389852665937
0.2,2.15,0.1,2.703,-4.03983673931421
0.2,2.15,0.1,2.706,-4.01597697443493
0.2,2.15,0.1,2.709,-3.99231894386841
0.2,2.15,0.1,2.712,-3.96886228112065
0.2,2.15,0.1,2.715,-3.94560654549921
0.2,2.15,0.1,2.718,-3.92255122609244
0.2,2.15,0.1,2.721,-3.89969574559052
0.2,2.15,0.1,2.724,-3.87703946395335
0.2,2.15,0.1,2.727,-3.85458168193021
0.2,2.15,0.1,2.73,-3.83232164443605
0.2,2.15,0.1,2.733,-3.81025854378909
0.2,2.15,0.1,2.736,-3.78839152281459
0.2,2.15,0.1,2.739,-3.76671967781914
0.2,2.15,0.1,2.742,-3.74524206144011
0.2,2.15,0.1,2.745,-3.72395768537447
0.2,2.15,0.1,2.748,-3.70286552299146
0.2,2.15,0.1,2.751,-3.68196451183305
0.2,2.15,0.1,2.754,-3.66125355600631
0.2,2.15,0.1,2.757,-3.64073152847174
0.2,2.15,0.1,2.76,-3.6203972732312
0.2,2.15,0.1,2.763,-3.6002496074193
0.2,2.15,0.1,2.766,-3.58028732330176
0.2,2.15,0.1,2.769,-3.56050919018443
0.2,2.15,0.1,2.772,-3.54091395623604
0.2,2.15,0.1,2.775,-3.52150035022839
0.2,2.15,0.1,2.778,-3.50226708319672
0.2,2.15,0.1,2.781,-3.48321285002381
0.2,2.15,0.1,2.784,-3.46433633095035
0.2,2.15,0.1,2.787,-3.44563619301481
0.2,2.15,0.1,2.79,-3.42711109142542
0.2,2.15,0.1,2.793,-3.40875967086701
0.2,2.15,0.1,2.796,-3.39058056674534
0.2,2.15,0.1,2.799,-3.37257240637131
0.2,2.15,0.1,2.802,-3.35473381008766
0.2,2.15,0.1,2.805,-3.33706339234038
0.2,2.15,0.1,2.808,-3.31955976269706
0.2,2.15,0.1,2.811,-3.30222152681449
0.2,2.15,0.1,2.814,-3.28504728735745
0.2,2.15,0.1,2.817,-3.26803564487079
0.2,2.15,0.1,2.82,-3.25118519860676
0.2,2.15,0.1,2.823,-3.23449454730943
0.2,2.15,0.1,2.826,-3.21796228995795
0.2,2.15,0.1,2.829,-3.20158702647055
0.2,2.15,0.1,2.832,-3.18536735837071
0.2,2.15,0.1,2.835,-3.16930188941734
0.2,2.15,0.1,2.838,-3.15338922620035
0.2,2.15,0.1,2.841,-3.13762797870316
0.2,2.15,0.1,2.844,-3.12201676083356
0.2,2.15,0.1,2.847,-3.10655419092433
0.2,2.15,0.1,2.85,-3.09123889220488
0.2,2.15,0.1,2.853,-3.07606949324519
0.2,2.15,0.1,2.856,-3.06104462837332
0.2,2.15,0.1,2.859,-3.04616293806753
0.2,2.15,0.1,2.862,-3.03142306932433
0.2,2.15,0.1,2.865,-3.01682367600334
0.2,2.15,0.1,2.868,-3.00236341915009
0.2,2.15,0.1,2.871,-2.98804096729772
0.2,2.15,0.1,2.874,-2.97385499674863
0.2,2.15,0.1,2.877,-2.95980419183681
0.2,2.15,0.1,2.88,-2.94588724517189
0.2,2.15,0.1,2.883,-2.93210285786564
0.2,2.15,0.1,2.886,-2.91844973974184
0.2,2.15,0.1,2.889,-2.90492660953015
0.2,2.15,0.1,2.892,-2.89153219504487
0.2,2.15,0.1,2.895,-2.87826523334918
0.2,2.15,0.1,2.898,-2.86512447090557
0.2,2.15,0.1,2.901,-2.85210866371325
0.2,2.15,0.1,2.904,-2.83921657743286
0.2,2.15,0.1,2.907,-2.82644698749943
0.2,2.15,0.1,2.91,-2.81379867922395
0.2,2.15,0.1,2.913,-2.80127044788408
0.2,2.15,0.1,2.916,-2.78886109880474
0.2,2.15,0.1,2.919,-2.77656944742878
0.2,2.15,0.1,2.922,-2.76439431937854
0.2,2.15,0.1,2.925,-2.75233455050845
0.2,2.15,0.1,2.928,-2.74038898694937
0.2,2.15,0.1,2.931,-2.72855648514494
0.2,2.15,0.1,2.934,-2.7168359118804
0.2,2.15,0.1,2.937,-2.70522614430426
0.2,2.15,0.1,2.94,-2.69372606994317
0.2,2.15,0.1,2.943,-2.68233458671045
0.2,2.15,0.1,2.946,-2.67105060290843
0.2,2.15,0.1,2.949,-2.65987303722511
0.2,2.15,0.1,2.952,-2.64880081872533
0.2,2.15,0.1,2.955,-2.63783288683686
0.2,2.15,0.1,2.958,-2.62696819133154
0.2,2.15,0.1,2.961,-2.61620569230187
0.2,2.15,0.1,2.964,-2.60554436013333
0.2,2.15,0.1,2.967,-2.59498317547251
0.2,2.15,0.1,2.97,-2.58452112919147
0.2,2.15,0.1,2.973,-2.57415722234846
0.2,2.15,0.1,2.976,-2.56389046614526
0.2,2.15,0.1,2.979,-2.55371988188129
0.2,2.15,0.1,2.982,-2.54364450090474
0.2,2.15,0.1,2.985,-2.53366336456096
0.2,2.15,0.1,2.988,-2.52377552413808
0.2,2.15,0.1,2.991,-2.51398004081034
0.2,2.15,0.1,2.994,-2.504275985579
0.2,2.15,0.1,2.997,-2.4946624392112
0.2,2.15,0.1,3,-2.48513849217678
0.3,2.15,0.1,1.5,-0.295011882192836
0.3,2.15,0.1,1.503,-0.297557753091915
0.3,2.15,0.1,1.506,-0.300138518100186
0.3,2.15,0.1,1.509,-0.302754638163949
0.3,2.15,0.1,1.512,-0.305406580603838
0.3,2.15,0.1,1.515,-0.3080948192197
0.3,2.15,0.1,1.518,-0.310819834397165
0.3,2.15,0.1,1.521,-0.313582113215885
0.3,2.15,0.1,1.524,-0.316382149559475
0.3,2.15,0.1,1.527,-0.319220444227201
0.3,2.15,0.1,1.53,-0.32209750504741
0.3,2.15,0.1,1.533,-0.32501384699275
0.3,2.15,0.1,1.536,-0.327969992297184
0.3,2.15,0.1,1.539,-0.330966470574844
0.3,2.15,0.1,1.542,-0.334003818940741
0.3,2.15,0.1,1.545,-0.337082582133336
0.3,2.15,0.1,1.548,-0.340203312639047
0.3,2.15,0.1,1.551,-0.343366570818656
0.3,2.15,0.1,1.554,-0.346572925035682
0.3,2.15,0.1,1.557,-0.349822951786747
0.3,2.15,0.1,1.56,-0.353117235833923
0.3,2.15,0.1,1.563,-0.356456370339124
0.3,2.15,0.1,1.566,-0.359840957000556
0.3,2.15,0.1,1.569,-0.363271606191236
0.3,2.15,0.1,1.572,-0.366748937099622
0.3,2.15,0.1,1.575,-0.370273577872378
0.3,2.15,0.1,1.578,-0.373846165759276
0.3,2.15,0.1,1.581,-0.377467347260306
0.3,2.15,0.1,1.584,-0.381137778274962
0.3,2.15,0.1,1.587,-0.384858124253756
0.3,2.15,0.1,1.59,-0.388629060352016
0.3,2.15,0.1,1.593,-0.39245127158591
0.3,2.15,0.1,1.596,-0.396325452990804
0.3,2.15,0.1,1.599,-0.400252309781918
0.3,2.15,0.1,1.602,-0.404232557517345
0.3,2.15,0.1,1.605,-0.408266922263412
0.3,2.15,0.1,1.608,-0.412356140762426
0.3,2.15,0.1,1.611,-0.416500960602857
0.3,2.15,0.1,1.614,-0.420702140391902
0.3,2.15,0.1,1.617,-0.424960449930523
0.3,2.15,0.1,1.62,-0.429276670390941
0.3,2.15,0.1,1.623,-0.433651594496601
0.3,2.15,0.1,1.626,-0.438086026704649
0.3,2.15,0.1,1.629,-0.442580783390904
0.3,2.15,0.1,1.632,-0.447136693037392
0.3,2.15,0.1,1.635,-0.451754596422363
0.3,2.15,0.1,1.638,-0.45643534681293
0.3,2.15,0.1,1.641,-0.461179810160218
0.3,2.15,0.1,1.644,-0.46598886529712
0.3,2.15,0.1,1.647,-0.470863404138616
0.3,2.15,0.1,1.65,-0.47580433188471
0.3,2.15,0.1,1.653,-0.480812567225931
0.3,2.15,0.1,1.656,-0.485889042551448
0.3,2.15,0.1,1.659,-0.491034704159798
0.3,2.15,0.1,1.662,-0.49625051247218
0.3,2.15,0.1,1.665,-0.501537442248394
0.3,2.15,0.1,1.668,-0.506896482805329
0.3,2.15,0.1,1.671,-0.51232863823807
0.3,2.15,0.1,1.674,-0.517834927643554
0.3,2.15,0.1,1.677,-0.523416385346817
0.3,2.15,0.1,1.68,-0.529074061129789
0.3,2.15,0.1,1.683,-0.534809020462585
0.3,2.15,0.1,1.686,-0.540622344737362
0.3,2.15,0.1,1.689,-0.546515131504617
0.3,2.15,0.1,1.692,-0.552488494711979
0.3,2.15,0.1,1.695,-0.558543564945394
0.3,2.15,0.1,1.698,-0.564681489672743
0.3,2.15,0.1,1.701,-0.57090343348978
0.3,2.15,0.1,1.704,-0.577210578368395
0.3,2.15,0.1,1.707,-0.583604123907138
0.3,2.15,0.1,1.71,-0.590085287583957
0.3,2.15,0.1,1.713,-0.596655305011073
0.3,2.15,0.1,1.716,-0.603315430191961
0.3,2.15,0.1,1.719,-0.610066935780334
0.3,2.15,0.1,1.722,-0.6169111133411
0.3,2.15,0.1,1.725,-0.623849273613149
0.3,2.15,0.1,1.728,-0.630882746773944
0.3,2.15,0.1,1.731,-0.638012882705798
0.3,2.15,0.1,1.734,-0.645241051263721
0.3,2.15,0.1,1.737,-0.652568642544756
0.3,2.15,0.1,1.74,-0.659997067158685
0.3,2.15,0.1,1.743,-0.667527756499949
0.3,2.15,0.1,1.746,-0.6751621630207
0.3,2.15,0.1,1.749,-0.682901760504814
0.3,2.15,0.1,1.752,-0.690748044342706
0.3,2.15,0.1,1.755,-0.698702531806824
0.3,2.15,0.1,1.758,-0.706766762327614
0.3,2.15,0.1,1.761,-0.714942297769792
0.3,2.15,0.1,1.764,-0.723230722708751
0.3,2.15,0.1,1.767,-0.731633644706843
0.3,2.15,0.1,1.77,-0.7401526945894
0.3,2.15,0.1,1.773,-0.748789526720194
0.3,2.15,0.1,1.776,-0.757545819276128
0.3,2.15,0.1,1.779,-0.766423274520919
0.3,2.15,0.1,1.782,-0.775423619077467
0.3,2.15,0.1,1.785,-0.78454860419864
0.3,2.15,0.1,1.788,-0.793800006036194
0.3,2.15,0.1,1.791,-0.803179625907479
0.3,2.15,0.1,1.794,-0.812689290559628
0.3,2.15,0.1,1.797,-0.822330852430843
0.3,2.15,0.1,1.8,-0.832106189908461
0.3,2.15,0.1,1.803,-0.842017207583328
0.3,2.15,0.1,1.806,-0.852065836500178
0.3,2.15,0.1,1.809,-0.862254034403484
0.3,2.15,0.1,1.812,-0.872583785978395
0.3,2.15,0.1,1.815,-0.883057103086256
0.3,2.15,0.1,1.818,-0.893676024994222
0.3,2.15,0.1,1.821,-0.904442618598432
0.3,2.15,0.1,1.824,-0.915358978640206
0.3,2.15,0.1,1.827,-0.926427227914682
0.3,2.15,0.1,1.83,-0.937649517471288
0.3,2.15,0.1,1.833,-0.949028026805416
0.3,2.15,0.1,1.836,-0.960564964040635
0.3,2.15,0.1,1.839,-0.972262566100765
0.3,2.15,0.1,1.842,-0.984123098871053
0.3,2.15,0.1,1.845,-0.996148857347724
0.3,2.15,0.1,1.848,-1.00834216577508
0.3,2.15,0.1,1.851,-1.02070537776937
0.3,2.15,0.1,1.854,-1.03324087642846
0.3,2.15,0.1,1.857,-1.04595107442653
0.3,2.15,0.1,1.86,-1.05883841409276
0.3,2.15,0.1,1.863,-1.071905367473
0.3,2.15,0.1,1.866,-1.08515443637343
0.3,2.15,0.1,1.869,-1.09858815238523
0.3,2.15,0.1,1.872,-1.11220907688885
0.3,2.15,0.1,1.875,-1.12601980103705
0.3,2.15,0.1,1.878,-1.14002294571525
0.3,2.15,0.1,1.881,-1.15422116147796
0.3,2.15,0.1,1.884,-1.1686171284601
0.3,2.15,0.1,1.887,-1.18321355626157
0.3,2.15,0.1,1.89,-1.1980131838039
0.3,2.15,0.1,1.893,-1.21301877915727
0.3,2.15,0.1,1.896,-1.2282331393365
0.3,2.15,0.1,1.899,-1.2436590900642
0.3,2.15,0.1,1.902,-1.25929948549964
0.3,2.15,0.1,1.905,-1.2751572079313
0.3,2.15,0.1,1.908,-1.29123516743154
0.3,2.15,0.1,1.911,-1.30753630147129
0.3,2.15,0.1,1.914,-1.32406357449288
0.3,2.15,0.1,1.917,-1.34081997743902
0.3,2.15,0.1,1.92,-1.35780852723566
0.3,2.15,0.1,1.923,-1.37503226622664
0.3,2.15,0.1,1.926,-1.39249426155784
0.3,2.15,0.1,1.929,-1.41019760450838
0.3,2.15,0.1,1.932,-1.42814540976653
0.3,2.15,0.1,1.935,-1.44634081464763
0.3,2.15,0.1,1.938,-1.46478697825153
0.3,2.15,0.1,1.941,-1.48348708055681
0.3,2.15,0.1,1.944,-1.50244432144872
0.3,2.15,0.1,1.947,-1.52166191967835
0.3,2.15,0.1,1.95,-1.5411431117495
0.3,2.15,0.1,1.953,-1.56089115073054
0.3,2.15,0.1,1.956,-1.5809093049878
0.3,2.15,0.1,1.959,-1.60120085683715
0.3,2.15,0.1,1.962,-1.62176910111049
0.3,2.15,0.1,1.965,-1.64261734363337
0.3,2.15,0.1,1.968,-1.66374889961025
0.3,2.15,0.1,1.971,-1.68516709191341
0.3,2.15,0.1,1.974,-1.7068752492719
0.3,2.15,0.1,1.977,-1.72887670435621
0.3,2.15,0.1,1.98,-1.75117479175462
0.3,2.15,0.1,1.983,-1.77377284583714
0.3,2.15,0.1,1.986,-1.79667419850233
0.3,2.15,0.1,1.989,-1.81988217680279
0.3,2.15,0.1,1.992,-1.84340010044455
0.3,2.15,0.1,1.995,-1.86723127915559
0.3,2.15,0.1,1.998,-1.89137900991871
0.3,2.15,0.1,2.001,-1.91584657406368
0.3,2.15,0.1,2.004,-1.94063723421363
0.3,2.15,0.1,2.007,-1.9657542310803
0.3,2.15,0.1,2.01,-1.99120078010299
0.3,2.15,0.1,2.013,-2.01698006792558
0.3,2.15,0.1,2.016,-2.04309524870612
0.3,2.15,0.1,2.019,-2.0695494402533
0.3,2.15,0.1,2.022,-2.09634571998394
0.3,2.15,0.1,2.025,-2.12348712069568
0.3,2.15,0.1,2.028,-2.15097662614882
0.3,2.15,0.1,2.031,-2.17881716645129
0.3,2.15,0.1,2.034,-2.20701161324051
0.3,2.15,0.1,2.037,-2.23556277465604
0.3,2.15,0.1,2.04,-2.26447339009653
0.3,2.15,0.1,2.043,-2.29374612475488
0.3,2.15,0.1,2.046,-2.32338356392504
0.3,2.15,0.1,2.049,-2.35338820707412
0.3,2.15,0.1,2.052,-2.38376246167339
0.3,2.15,0.1,2.055,-2.41450863678183
0.3,2.15,0.1,2.058,-2.44562893637576
0.3,2.15,0.1,2.061,-2.4771254524184
0.3,2.15,0.1,2.064,-2.50900015766283
0.3,2.15,0.1,2.067,-2.54125489818265
0.3,2.15,0.1,2.07,-2.57389138562385
0.3,2.15,0.1,2.073,-2.60691118917243
0.3,2.15,0.1,2.076,-2.64031572723194
0.3,2.15,0.1,2.079,-2.67410625880549
0.3,2.15,0.1,2.082,-2.70828387457722
0.3,2.15,0.1,2.085,-2.74284948768842
0.3,2.15,0.1,2.088,-2.77780382420353
0.3,2.15,0.1,2.091,-2.81314741326254
0.3,2.15,0.1,2.094,-2.84888057691566
0.3,2.15,0.1,2.097,-2.88500341963777
0.3,2.15,0.1,2.1,-2.92151581751971
0.3,2.15,0.1,2.103,-2.95841740713519
0.3,2.15,0.1,2.106,-2.99570757408205
0.3,2.15,0.1,2.109,-3.03338544119775
0.3,2.15,0.1,2.112,-3.07144985644993
0.3,2.15,0.1,2.115,-3.10989938050403
0.3,2.15,0.1,2.118,-3.14873227397044
0.3,2.15,0.1,2.121,-3.187946484336
0.3,2.15,0.1,2.124,-3.22753963258474
0.3,2.15,0.1,2.127,-3.26750899951531
0.3,2.15,0.1,2.13,-3.30785151176348
0.3,2.15,0.1,2.133,-3.34856372754009
0.3,2.15,0.1,2.136,-3.38964182209672
0.3,2.15,0.1,2.139,-3.43108157293323
0.3,2.15,0.1,2.142,-3.47287834476376
0.3,2.15,0.1,2.145,-3.5150270742599
0.3,2.15,0.1,2.148,-3.55752225459242
0.3,2.15,0.1,2.151,-3.60035791979568
0.3,2.15,0.1,2.154,-3.64352762898156
0.3,2.15,0.1,2.157,-3.6870244504332
0.3,2.15,0.1,2.16,-3.73084094561167
0.3,2.15,0.1,2.163,-3.77496915311258
0.3,2.15,0.1,2.166,-3.81940057261319
0.3,2.15,0.1,2.169,-3.86412614885433
0.3,2.15,0.1,2.172,-3.90913625570577
0.3,2.15,0.1,2.175,-3.95442068036785
0.3,2.15,0.1,2.178,-3.99996860776674
0.3,2.15,0.1,2.181,-4.0457686052052
0.3,2.15,0.1,2.184,-4.09180860733576
0.3,2.15,0.1,2.187,-4.13807590152828
0.3,2.15,0.1,2.19,-4.18455711370863
0.3,2.15,0.1,2.193,-4.23123819475097
0.3,2.15,0.1,2.196,-4.27810440751129
0.3,2.15,0.1,2.199,-4.32514031459499
0.3,2.15,0.1,2.202,-4.37232976695744
0.3,2.15,0.1,2.205,-4.41965589344101
0.3,2.15,0.1,2.208,-4.46710109135835
0.3,2.15,0.1,2.211,-4.51464701823607
0.3,2.15,0.1,2.214,-4.56227458483883
0.3,2.15,0.1,2.217,-4.60996394959803
0.3,2.15,0.1,2.22,-4.65769451457433
0.3,2.15,0.1,2.223,-4.70544492308681
0.3,2.15,0.1,2.226,-4.75319305914572
0.3,2.15,0.1,2.229,-4.80091604882828
0.3,2.15,0.1,2.232,-4.84859026373971
0.3,2.15,0.1,2.235,-4.89619132670292
0.3,2.15,0.1,2.238,-4.94369411982102
0.3,2.15,0.1,2.241,-4.99107279505641
0.3,2.15,0.1,2.244,-5.03830078746863
0.3,2.15,0.1,2.247,-5.08535083125007
0.3,2.15,0.1,2.25,-5.13219497869483
0.3,2.15,0.1,2.253,-5.17880462222992
0.3,2.15,0.1,2.256,-5.22515051963066
0.3,2.15,0.1,2.259,-5.27120282253309
0.3,2.15,0.1,2.262,-5.31693110834522
0.3,2.15,0.1,2.265,-5.36230441564586
0.3,2.15,0.1,2.268,-5.40729128314529
0.3,2.15,0.1,2.271,-5.45185979226444
0.3,2.15,0.1,2.274,-5.49597761337087
0.3,2.15,0.1,2.277,-5.53961205568834
0.3,2.15,0.1,2.28,-5.58273012087355
0.3,2.15,0.1,2.283,-5.6252985602288
0.3,2.15,0.1,2.286,-5.66728393549189
0.3,2.15,0.1,2.289,-5.70865268311587
0.3,2.15,0.1,2.292,-5.74937118192087
0.3,2.15,0.1,2.295,-5.78940582396857
0.3,2.15,0.1,2.298,-5.82872308847644
0.3,2.15,0.1,2.301,-5.86728961855592
0.3,2.15,0.1,2.304,-5.90507230052403
0.3,2.15,0.1,2.307,-5.94203834550381
0.3,2.15,0.1,2.31,-5.97815537299528
0.3,2.15,0.1,2.313,-6.01339149606553
0.3,2.15,0.1,2.316,-6.04771540777471
0.3,2.15,0.1,2.319,-6.08109646842508
0.3,2.15,0.1,2.322,-6.11350479319266
0.3,2.15,0.1,2.325,-6.14491133967612
0.3,2.15,0.1,2.328,-6.17528799487667
0.3,2.15,0.1,2.331,-6.20460766110507
0.3,2.15,0.1,2.334,-6.23284434029862
0.3,2.15,0.1,2.337,-6.25997321622311
0.3,2.15,0.1,2.34,-6.28597073403108
0.3,2.15,0.1,2.343,-6.31081467665002
0.3,2.15,0.1,2.346,-6.33448423748228
0.3,2.15,0.1,2.349,-6.35696008891156
0.3,2.15,0.1,2.352,-6.37822444613078
0.3,2.15,0.1,2.355,-6.39826112583108
0.3,2.15,0.1,2.358,-6.41705559932263
0.3,2.15,0.1,2.361,-6.43459503969416
0.3,2.15,0.1,2.364,-6.45086836265939
0.3,2.15,0.1,2.367,-6.46586626078426
0.3,2.15,0.1,2.37,-6.47958123083877
0.3,2.15,0.1,2.373,-6.49200759407057
0.3,2.15,0.1,2.376,-6.50314150925314
0.3,2.15,0.1,2.379,-6.51298097841954
0.3,2.15,0.1,2.382,-6.52152584525188
0.3,2.15,0.1,2.385,-6.5287777861557
0.3,2.15,0.1,2.388,-6.53474029410808
